,Day,bike_use,Weekday,Month
572,2019/07/26,31517,Fri,7
573,2019/07/27,19950,Sat,7
574,2019/07/28,29319,Sun,7
575,2019/07/29,41472,Mon,7
576,2019/07/30,27449,Tue,7
577,2019/07/31,38299,Wed,7
578,2019/08/01,39898,Thu,8
579,2019/08/02,38278,Fri,8
580,2019/08/03,39388,Sat,8
581,2019/08/04,34341,Sun,8
582,2019/08/05,34041,Mon,8
583,2019/08/06,39369,Tue,8
584,2019/08/07,37776,Wed,8
585,2019/08/08,40667,Thu,8
586,2019/08/09,30719,Fri,8
587,2019/08/10,25956,Sat,8
588,2019/08/11,29952,Sun,8
589,2019/08/12,29570,Mon,8
590,2019/08/13,39534,Tue,8
591,2019/08/14,19154,Wed,8
592,2019/08/15,38018,Thu,8
593,2019/08/16,23388,Fri,8
594,2019/08/17,29360,Sat,8
595,2019/08/18,24122,Sun,8
596,2019/08/19,33048,Mon,8
597,2019/08/20,39255,Tue,8
598,2019/08/21,38251,Wed,8
599,2019/08/22,38056,Thu,8
600,2019/08/23,35995,Fri,8
601,2019/08/24,30776,Sat,8
602,2019/08/25,31355,Sun,8
603,2019/08/26,33150,Mon,8
604,2019/08/27,37597,Tue,8
605,2019/08/28,36576,Wed,8
606,2019/08/29,38337,Thu,8
607,2019/08/30,37147,Fri,8
608,2019/08/31,30847,Sat,8
609,2019/09/01,29486,Sun,9
610,2019/09/02,35280,Mon,9
611,2019/09/03,37229,Tue,9
612,2019/09/04,33933,Wed,9
613,2019/09/05,36722,Thu,9
614,2019/09/06,31798,Fri,9
615,2019/09/07,28038,Sat,9
616,2019/09/08,27969,Sun,9
617,2019/09/09,29440,Mon,9
618,2019/09/10,36814,Tue,9
619,2019/09/11,35787,Wed,9
620,2019/09/12,38252,Thu,9
621,2019/09/13,37354,Fri,9
622,2019/09/14,34966,Sat,9
623,2019/09/15,33698,Sun,9
624,2019/09/16,32747,Mon,9
625,2019/09/17,39025,Tue,9
626,2019/09/18,38751,Wed,9
627,2019/09/19,38271,Thu,9
628,2019/09/20,37699,Fri,9
629,2019/09/21,36479,Sat,9
630,2019/09/22,24154,Sun,9
631,2019/09/23,30941,Mon,9
632,2019/09/24,21563,Tue,9
633,2019/09/25,32427,Wed,9
634,2019/09/26,28976,Thu,9
635,2019/09/27,29557,Fri,9
636,2019/09/28,24960,Sat,9
637,2019/09/29,15478,Sun,9
638,2019/09/30,27787,Mon,9
639,2019/10/01,24631,Tue,10
640,2019/10/02,33923,Wed,10
641,2019/10/03,32707,Thu,10
642,2019/10/04,32314,Fri,10
643,2019/10/05,26578,Sat,10
644,2019/10/06,21690,Sun,10
645,2019/10/07,28418,Mon,10
646,2019/10/08,32894,Tue,10
647,2019/10/09,34874,Wed,10
648,2019/10/10,35641,Thu,10
649,2019/10/11,25222,Fri,10
650,2019/10/12,10047,Sat,10
651,2019/10/13,16040,Sun,10
652,2019/10/14,22519,Mon,10
653,2019/10/15,34372,Tue,10
654,2019/10/16,30763,Wed,10
655,2019/10/17,30259,Thu,10
656,2019/10/18,29675,Fri,10
657,2019/10/19,25400,Sat,10
658,2019/10/20,20545,Sun,10
659,2019/10/21,24215,Mon,10
660,2019/10/22,33916,Tue,10
661,2019/10/23,31786,Wed,10
662,2019/10/24,23489,Thu,10
663,2019/10/25,28988,Fri,10
664,2019/10/26,14397,Sat,10
665,2019/10/27,22155,Sun,10
666,2019/10/28,30208,Mon,10
667,2019/10/29,31225,Tue,10
668,2019/10/30,32157,Wed,10
669,2019/10/31,30951,Thu,10
670,2019/11/01,25128,Fri,11
671,2019/11/02,14557,Sat,11
672,2019/11/03,18356,Sun,11
673,2019/11/04,29198,Mon,11
674,2019/11/05,31016,Tue,11
675,2019/11/06,30745,Wed,11
676,2019/11/07,30244,Thu,11
677,2019/11/08,26194,Fri,11
678,2019/11/09,12350,Sat,11
679,2019/11/10,18491,Sun,11
680,2019/11/11,28080,Mon,11
681,2019/11/12,27391,Tue,11
682,2019/11/13,29661,Wed,11
683,2019/11/14,28649,Thu,11
684,2019/11/15,21318,Fri,11
685,2019/11/16,18553,Sat,11
686,2019/11/17,18082,Sun,11
687,2019/11/18,28521,Mon,11
688,2019/11/19,28760,Tue,11
689,2019/11/20,29437,Wed,11
690,2019/11/21,27064,Thu,11
691,2019/11/22,24865,Fri,11
692,2019/11/23,14904,Sat,11
693,2019/11/24,15599,Sun,11
694,2019/11/25,25722,Mon,11
695,2019/11/26,26982,Tue,11
696,2019/11/27,26575,Wed,11
697,2019/11/28,26030,Thu,11
698,2019/11/29,28463,Fri,11
699,2019/11/30,18176,Sat,11
700,2019/12/01,14242,Sun,12
701,2019/12/02,27306,Mon,12
702,2019/12/03,29645,Tue,12
703,2019/12/04,29458,Wed,12
704,2019/12/05,28547,Thu,12
705,2019/12/06,21917,Fri,12
706,2019/12/07,19235,Sat,12
707,2019/12/08,15139,Sun,12
708,2019/12/09,27089,Mon,12
709,2019/12/10,24198,Tue,12
710,2019/12/11,27414,Wed,12
711,2019/12/12,19740,Thu,12
712,2019/12/13,23189,Fri,12
713,2019/12/14,14862,Sat,12
714,2019/12/15,14077,Sun,12
715,2019/12/16,24344,Mon,12
716,2019/12/17,19747,Tue,12
717,2019/12/18,24745,Wed,12
718,2019/12/19,21679,Thu,12
719,2019/12/20,14451,Fri,12
720,2019/12/21,9370,Sat,12
721,2019/12/22,10407,Sun,12
722,2019/12/23,15878,Mon,12
723,2019/12/24,10478,Tue,12
724,2019/12/25,34674,Wed,12
725,2019/12/26,5649,Thu,12
726,2019/12/27,11718,Fri,12
727,2019/12/28,11414,Sat,12
728,2019/12/29,12256,Sun,12
729,2019/12/30,16166,Mon,12
730,2019/12/31,13043,Tue,12
731,2020/01/01,11141,Wed,1
732,2020/01/02,18675,Thu,1
733,2020/01/03,18434,Fri,1
734,2020/01/04,15695,Sat,1
735,2020/01/05,12977,Sun,1
736,2020/01/06,23771,Mon,1
737,2020/01/07,27548,Tue,1
738,2020/01/08,28267,Wed,1
739,2020/01/09,26621,Thu,1
740,2020/01/10,26844,Fri,1
741,2020/01/11,18206,Sat,1
742,2020/01/12,16501,Sun,1
743,2020/01/13,23838,Mon,1
744,2020/01/14,23018,Tue,1
745,2020/01/15,22496,Wed,1
746,2020/01/16,26302,Thu,1
747,2020/01/17,25806,Fri,1
748,2020/01/18,19812,Sat,1
749,2020/01/19,17915,Sun,1
750,2020/01/20,28248,Mon,1
751,2020/01/21,28829,Tue,1
752,2020/01/22,27721,Wed,1
753,2020/01/23,28416,Thu,1
754,2020/01/24,26408,Fri,1
755,2020/01/25,18190,Sat,1
756,2020/01/26,12849,Sun,1
757,2020/01/27,23481,Mon,1
758,2020/01/28,28215,Tue,1
759,2020/01/29,28955,Wed,1
760,2020/01/30,27962,Thu,1
761,2020/01/31,26373,Fri,1
762,2020/02/01,20286,Sat,2
763,2020/02/02,16214,Sun,2
764,2020/02/03,28264,Mon,2
765,2020/02/04,29470,Tue,2
766,2020/02/05,29709,Wed,2
767,2020/02/06,29476,Thu,2
768,2020/02/07,28233,Fri,2
769,2020/02/08,21802,Sat,2
770,2020/02/09,6474,Sun,2
771,2020/02/10,21872,Mon,2
772,2020/02/11,27194,Tue,2
773,2020/02/12,27944,Wed,2
774,2020/02/13,25451,Thu,2
775,2020/02/14,26503,Fri,2
776,2020/02/15,9828,Sat,2
777,2020/02/16,6510,Sun,2
778,2020/02/17,25727,Mon,2
779,2020/02/18,25245,Tue,2
780,2020/02/19,24292,Wed,2
781,2020/02/20,22656,Thu,2
782,2020/02/21,24879,Fri,2
783,2020/02/22,18655,Sat,2
784,2020/02/23,14073,Sun,2
785,2020/02/24,23510,Mon,2
786,2020/02/25,27093,Tue,2
787,2020/02/26,28056,Wed,2
788,2020/02/27,20355,Thu,2
789,2020/02/28,18673,Fri,2
790,2020/02/29,12537,Sat,2
791,2020/03/01,16823,Sun,3
792,2020/03/02,26481,Mon,3
793,2020/03/03,29205,Tue,3
794,2020/03/04,23387,Wed,3
795,2020/03/05,17022,Thu,3
796,2020/03/06,27941,Fri,3
797,2020/03/07,20212,Sat,3
798,2020/03/08,14909,Sun,3
799,2020/03/09,22847,Mon,3
800,2020/03/10,28182,Tue,3
801,2020/03/11,29708,Wed,3
802,2020/03/12,26838,Thu,3
803,2020/03/13,25231,Fri,3
804,2020/03/14,18729,Sat,3
805,2020/03/15,13259,Sun,3
806,2020/03/16,24351,Mon,3
807,2020/03/17,19262,Tue,3
808,2020/03/18,17397,Wed,3
809,2020/03/19,13360,Thu,3
810,2020/03/20,13686,Fri,3
811,2020/03/21,17539,Sat,3
812,2020/03/22,16220,Sun,3
813,2020/03/23,11631,Mon,3
814,2020/03/24,10160,Tue,3
815,2020/03/25,10636,Wed,3
816,2020/03/26,10970,Thu,3
817,2020/03/27,11022,Fri,3
818,2020/03/28,12931,Sat,3
819,2020/03/29,7332,Sun,3
820,2020/03/30,6983,Mon,3
821,2020/03/31,9087,Tue,3
822,2020/04/01,9190,Wed,4
823,2020/04/02,9896,Thu,4
824,2020/04/03,11136,Fri,4
825,2020/04/04,22102,Sat,4
826,2020/04/05,28899,Sun,4
827,2020/04/06,10559,Mon,4
828,2020/04/07,14768,Tue,4
829,2020/04/08,13656,Wed,4
830,2020/04/09,17448,Thu,4
831,2020/04/10,27287,Fri,4
832,2020/04/11,33448,Sat,4
833,2020/04/12,29526,Sun,4
834,2020/04/13,18010,Mon,4
835,2020/04/14,14618,Tue,4
836,2020/04/15,18061,Wed,4
837,2020/04/16,16656,Thu,4
838,2020/04/17,11208,Fri,4
839,2020/04/18,20323,Sat,4
840,2020/04/19,39984,Sun,4
841,2020/04/20,17444,Mon,4
842,2020/04/21,18736,Tue,4
843,2020/04/22,21162,Wed,4
844,2020/04/23,23858,Thu,4
845,2020/04/24,23358,Fri,4
846,2020/04/25,38041,Sat,4
847,2020/04/26,39088,Sun,4
848,2020/04/27,17194,Mon,4
849,2020/04/28,4871,Tue,4
850,2020/04/29,11422,Wed,4
851,2020/04/30,9109,Thu,4
852,2020/05/01,14657,Fri,5
853,2020/05/02,38468,Sat,5
854,2020/05/03,26976,Sun,5
855,2020/05/04,18327,Mon,5
856,2020/05/05,18500,Tue,5
857,2020/05/06,23338,Wed,5
858,2020/05/07,27378,Thu,5
859,2020/05/08,43656,Fri,5
860,2020/05/09,48724,Sat,5
861,2020/05/10,23527,Sun,5
862,2020/05/11,13360,Mon,5
863,2020/05/12,20108,Tue,5
864,2020/05/13,16878,Wed,5
865,2020/05/14,20434,Thu,5
866,2020/05/15,28349,Fri,5
867,2020/05/16,46217,Sat,5
868,2020/05/17,51411,Sun,5
869,2020/05/18,29581,Mon,5
870,2020/05/19,35510,Tue,5
871,2020/05/20,42805,Wed,5
872,2020/05/21,36165,Thu,5
873,2020/05/22,36798,Fri,5
874,2020/05/23,40748,Sat,5
875,2020/05/24,55780,Sun,5
876,2020/05/25,67000,Mon,5
877,2020/05/26,38353,Tue,5
878,2020/05/27,38295,Wed,5
879,2020/05/28,40653,Thu,5
880,2020/05/29,45645,Fri,5
881,2020/05/30,70074,Sat,5
882,2020/05/31,62905,Sun,5
883,2020/06/01,38362,Mon,6
884,2020/06/02,45512,Tue,6
885,2020/06/03,28908,Wed,6
886,2020/06/04,27745,Thu,6
887,2020/06/05,28578,Fri,6
888,2020/06/06,27721,Sat,6
889,2020/06/07,39208,Sun,6
890,2020/06/08,28841,Mon,6
891,2020/06/09,36692,Tue,6
892,2020/06/10,16955,Wed,6
893,2020/06/11,24699,Thu,6
894,2020/06/12,26980,Fri,6
895,2020/06/13,65022,Sat,6
896,2020/06/14,57494,Sun,6
897,2020/06/15,37978,Mon,6
898,2020/06/16,37745,Tue,6
899,2020/06/17,26510,Wed,6
900,2020/06/18,25654,Thu,6
901,2020/06/19,36573,Fri,6
902,2020/06/20,64022,Sat,6
903,2020/06/21,45468,Sun,6
904,2020/06/22,42984,Mon,6
905,2020/06/23,48259,Tue,6
906,2020/06/24,52094,Wed,6
907,2020/06/25,52345,Thu,6
908,2020/06/26,50940,Fri,6
909,2020/06/27,41337,Sat,6
910,2020/06/28,42193,Sun,6
911,2020/06/29,32523,Mon,6
912,2020/06/30,28679,Tue,6
913,2020/07/01,31467,Wed,7
914,2020/07/02,28048,Thu,7
915,2020/07/03,37411,Fri,7
916,2020/07/04,42158,Sat,7
917,2020/07/05,47215,Sun,7
918,2020/07/06,33682,Mon,7
919,2020/07/07,32202,Tue,7
920,2020/07/08,22304,Wed,7
921,2020/07/09,26121,Thu,7
922,2020/07/10,38129,Fri,7
923,2020/07/11,51348,Sat,7
924,2020/07/12,49637,Sun,7
925,2020/07/13,35307,Mon,7
926,2020/07/14,35213,Tue,7
927,2020/07/15,34117,Wed,7
928,2020/07/16,37394,Thu,7
929,2020/07/17,46718,Fri,7
930,2020/07/18,56637,Sat,7
931,2020/07/19,33962,Sun,7
932,2020/07/20,39234,Mon,7
933,2020/07/21,40527,Tue,7
934,2020/07/22,41558,Wed,7
935,2020/07/23,40093,Thu,7
936,2020/07/24,40907,Fri,7
937,2020/07/25,24806,Sat,7
938,2020/07/26,34183,Sun,7
939,2020/07/27,23873,Mon,7
940,2020/07/28,37855,Tue,7
941,2020/07/29,41123,Wed,7
942,2020/07/30,43059,Thu,7
943,2020/07/31,43130,Fri,7
944,2020/08/01,49579,Sat,8
945,2020/08/02,44086,Sun,8
946,2020/08/03,36811,Mon,8
947,2020/08/04,41420,Tue,8
948,2020/08/05,42665,Wed,8
949,2020/08/06,41163,Thu,8
950,2020/08/07,43332,Fri,8
951,2020/08/08,47654,Sat,8
952,2020/08/09,44687,Sun,8
953,2020/08/10,40027,Mon,8
954,2020/08/11,43123,Tue,8
955,2020/08/12,41949,Wed,8
956,2020/08/13,34291,Thu,8
957,2020/08/14,30311,Fri,8
958,2020/08/15,30825,Sat,8
959,2020/08/16,32716,Sun,8
960,2020/08/17,32054,Mon,8
961,2020/08/18,39680,Tue,8
962,2020/08/19,20681,Wed,8
963,2020/08/20,42879,Thu,8
964,2020/08/21,35546,Fri,8
965,2020/08/22,44587,Sat,8
966,2020/08/23,37221,Sun,8
967,2020/08/24,31635,Mon,8
968,2020/08/25,27199,Tue,8
969,2020/08/26,41178,Wed,8
970,2020/08/27,23755,Thu,8
971,2020/08/28,27681,Fri,8
972,2020/08/29,29066,Sat,8
973,2020/08/30,35216,Sun,8
974,2020/08/31,39847,Mon,8
975,2020/09/01,36663,Tue,9
976,2020/09/02,31798,Wed,9
977,2020/09/03,30828,Thu,9
978,2020/09/04,35991,Fri,9
979,2020/09/05,42628,Sat,9
980,2020/09/06,39964,Sun,9
981,2020/09/07,32942,Mon,9
982,2020/09/08,38501,Tue,9
983,2020/09/09,39419,Wed,9
984,2020/09/10,40260,Thu,9
985,2020/09/11,38338,Fri,9
986,2020/09/12,47604,Sat,9
987,2020/09/13,47135,Sun,9
988,2020/09/14,31627,Mon,9
989,2020/09/15,43586,Tue,9
990,2020/09/16,43344,Wed,9
991,2020/09/17,42025,Thu,9
992,2020/09/18,42095,Fri,9
993,2020/09/19,51750,Sat,9
994,2020/09/20,47816,Sun,9
995,2020/09/21,38762,Mon,9
996,2020/09/22,46176,Tue,9
997,2020/09/23,30727,Wed,9
998,2020/09/24,32990,Thu,9
999,2020/09/25,30829,Fri,9
1000,2020/09/26,34338,Sat,9
1001,2020/09/27,26681,Sun,9
1002,2020/09/28,33130,Mon,9
1003,2020/09/29,32104,Tue,9
1004,2020/09/30,27195,Wed,9
1005,2020/10/01,34437,Thu,10
1006,2020/10/02,12205,Fri,10
1007,2020/10/03,21901,Sat,10
1008,2020/10/04,8778,Sun,10
1009,2020/10/05,25745,Mon,10
1010,2020/10/06,30722,Tue,10
1011,2020/10/07,34221,Wed,10
1012,2020/10/08,29144,Thu,10
1013,2020/10/09,29387,Fri,10
1014,2020/10/10,34832,Sat,10
1015,2020/10/11,34115,Sun,10
1016,2020/10/12,21307,Mon,10
1017,2020/10/13,20946,Tue,10
1018,2020/10/14,29588,Wed,10
1019,2020/10/15,30106,Thu,10
1020,2020/10/16,33853,Fri,10
1021,2020/10/17,34161,Sat,10
1022,2020/10/18,31537,Sun,10
1023,2020/10/19,29218,Mon,10
1024,2020/10/20,32560,Tue,10
1025,2020/10/21,17838,Wed,10
1026,2020/10/22,31980,Thu,10
1027,2020/10/23,32322,Fri,10
1028,2020/10/24,26243,Sat,10
1029,2020/10/25,27452,Sun,10
1030,2020/10/26,29566,Mon,10
1031,2020/10/27,21481,Tue,10
1032,2020/10/28,27734,Wed,10
1033,2020/10/29,21953,Thu,10
1034,2020/10/30,29401,Fri,10
1035,2020/10/31,23242,Sat,10
1036,2020/11/01,25619,Sun,11
1037,2020/11/02,27661,Mon,11
1038,2020/11/03,28621,Tue,11
1039,2020/11/04,36967,Wed,11
1040,2020/11/05,19757,Thu,11
1041,2020/11/06,21845,Fri,11
1042,2020/11/07,40467,Sat,11
1043,2020/11/08,31315,Sun,11
1044,2020/11/09,19954,Mon,11
1045,2020/11/10,24858,Tue,11
1046,2020/11/11,23660,Wed,11
1047,2020/11/12,25864,Thu,11
1048,2020/11/13,25761,Fri,11
1049,2020/11/14,15486,Sat,11
1050,2020/11/15,22683,Sun,11
1051,2020/11/16,19150,Mon,11
1052,2020/11/17,23522,Tue,11
1053,2020/11/18,23009,Wed,11
1054,2020/11/19,20453,Thu,11
1055,2020/11/20,18222,Fri,11
1056,2020/11/21,35352,Sat,11
1057,2020/11/22,35314,Sun,11
1058,2020/11/23,21672,Mon,11
1059,2020/11/24,22766,Tue,11
1060,2020/11/25,22099,Wed,11
1061,2020/11/26,23690,Thu,11
1062,2020/11/27,23658,Fri,11
1063,2020/11/28,34390,Sat,11
1064,2020/11/29,27085,Sun,11
1065,2020/11/30,19167,Mon,11
1066,2020/12/01,22282,Tue,12
1067,2020/12/02,24615,Wed,12
1068,2020/12/03,14619,Thu,12
1069,2020/12/04,22624,Fri,12
1070,2020/12/05,31470,Sat,12
1071,2020/12/06,20583,Sun,12
1072,2020/12/07,19778,Mon,12
1073,2020/12/08,21625,Tue,12
1074,2020/12/09,23013,Wed,12
1075,2020/12/10,23516,Thu,12
1076,2020/12/11,24943,Fri,12
1077,2020/12/12,29258,Sat,12
1078,2020/12/13,13220,Sun,12
1079,2020/12/14,15959,Mon,12
1080,2020/12/15,26241,Tue,12
1081,2020/12/16,17574,Wed,12
1082,2020/12/17,22945,Thu,12
1083,2020/12/18,18542,Fri,12
1084,2020/12/19,16643,Sat,12
1085,2020/12/20,17397,Sun,12
1086,2020/12/21,11190,Mon,12
1087,2020/12/22,14805,Tue,12
1088,2020/12/23,13215,Wed,12
1089,2020/12/24,15630,Thu,12
1090,2020/12/25,17741,Fri,12
1091,2020/12/26,12557,Sat,12
1092,2020/12/27,17726,Sun,12
1093,2020/12/28,12631,Mon,12
1094,2020/12/29,14666,Tue,12
1095,2020/12/30,17079,Wed,12
1096,2020/12/31,15004,Thu,12
1097,2021/01/01,10981,Fri,1
1098,2021/01/02,17560,Sat,1
1099,2021/01/03,13616,Sun,1
1100,2021/01/04,10374,Mon,1
1101,2021/01/05,9566,Tue,1
1102,2021/01/06,12382,Wed,1
1103,2021/01/07,12593,Thu,1
1104,2021/01/08,11387,Fri,1
1105,2021/01/09,19696,Sat,1
1106,2021/01/10,13796,Sun,1
1107,2021/01/11,11687,Mon,1
1108,2021/01/12,11761,Tue,1
1109,2021/01/13,8589,Wed,1
1110,2021/01/14,6731,Thu,1
1111,2021/01/15,13989,Fri,1
1112,2021/01/16,12296,Sat,1
1113,2021/01/17,24892,Sun,1
1114,2021/01/18,12987,Mon,1
1115,2021/01/19,12765,Tue,1
1116,2021/01/20,9216,Wed,1
1117,2021/01/21,15093,Thu,1
1118,2021/01/22,16854,Fri,1
1119,2021/01/23,24456,Sat,1
1120,2021/01/24,6632,Sun,1
1121,2021/01/25,13250,Mon,1
1122,2021/01/26,10898,Tue,1
1123,2021/01/27,12479,Wed,1
1124,2021/01/28,13783,Thu,1
1125,2021/01/29,14807,Fri,1
1126,2021/01/30,7915,Sat,1
1127,2021/01/31,16730,Sun,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
