"date","counts","avg_temp","min_temp","max_temp","rainfall","wind_speed","humidity","snowfall","ground_temp","dust","year","month"
"2018-01-01",4950,-1.3,-5.1,3.8,0,1.4,39.1,0,-1.7,38,"2018","01"
"2018-01-02",7136,-1.8,-4.3,1.8,0,1.8,42,0,-2.3,32,"2018","01"
"2018-01-03",7156,-4.7,-7.1,-0.4,0,2.2,42.3,0,-3.4,32,"2018","01"
"2018-01-04",7102,-4.7,-8.7,-0.7,0,1.4,43,0,-3.3,40,"2018","01"
"2018-01-05",7705,-3,-5.6,1.6,0,1.7,48.4,0,-2.6,46,"2018","01"
"2018-01-06",5681,-2.8,-6.8,2.9,0,1.5,45.8,0,-3.1,40,"2018","01"
"2018-01-07",5220,-0.8,-5.7,2.8,0,0.8,42.1,0,-2.2,42,"2018","01"
"2018-01-08",6309,1.3,-1.2,4,0.9,1.8,51.9,1,0.4,41,"2018","01"
"2018-01-09",5988,-4.2,-6.1,-1.2,0.5,2.9,59.4,0.5,-1.2,35,"2018","01"
"2018-01-10",4476,-7.5,-10.3,-4.8,0.3,3,52,0.3,-2.9,26,"2018","01"
"2018-01-11",4337,-11.1,-13.6,-7.4,0,2.8,49.8,0,-5.6,29,"2018","01"
"2018-01-12",4401,-10.2,-15.3,-5.4,0,1.7,35.4,0,-6.1,24,"2018","01"
"2018-01-13",3756,-4.4,-6.6,-1.2,0.4,0.8,67.3,0.6,-2.8,44,"2018","01"
"2018-01-14",4675,0.6,-4.4,5.4,0,1.2,64.1,0,-1.1,52,"2018","01"
"2018-01-15",6993,4.7,1.8,7.7,0.2,1.4,63.9,0,1.5,56,"2018","01"
"2018-01-16",7421,3.5,0.1,6.8,0,0.7,59.1,0,0.7,87,"2018","01"
"2018-01-17",6990,4.5,2.4,8.7,0,1.2,64.1,0,1.7,80,"2018","01"
"2018-01-18",7054,2.1,0.3,4.5,0,1.9,59.6,0,1.3,67,"2018","01"
"2018-01-19",8329,1,-2.5,5.5,0,1.6,43,0,0.3,50,"2018","01"
"2018-01-20",6148,2.2,-1,6.9,0,1.6,57.6,0,0.2,86,"2018","01"
"2018-01-21",5574,0.4,-3.7,5.5,0,1,36.6,0,-0.5,53,"2018","01"
"2018-01-22",4929,0.2,-5.3,4,3.3,1.5,56.5,1,-0.2,34,"2018","01"
"2018-01-23",4263,-11.7,-14.6,-5.3,0,3.7,42,0,-4.4,19,"2018","01"
"2018-01-24",3370,-14.2,-16.3,-10.7,0,3.4,31.6,0,-8.3,28,"2018","01"
"2018-01-25",3307,-14,-16.4,-9.5,0,2.8,32.6,0,-8.5,24,"2018","01"
"2018-01-26",3116,-14.8,-17.8,-10.7,0,2.6,34.9,0,-9.3,30,"2018","01"
"2018-01-27",2833,-9.9,-15.9,-3.5,0,1.4,37.4,0,-7.5,38,"2018","01"
"2018-01-28",3028,-6.3,-9.3,-1.2,0,2.6,36,0,-4.4,26,"2018","01"
"2018-01-29",4425,-8.5,-11.6,-4.7,0,2.7,35,0,-6.2,42,"2018","01"
"2018-01-30",3591,-5.3,-11.4,-0.8,2.9,1.3,62,3.5,-4.6,39,"2018","01"
"2018-01-31",4104,-2.6,-5.2,0,0,1.6,54.5,0,-1.8,35,"2018","01"
"2018-02-01",5821,-4,-8.8,1.2,0,1.6,44.1,0,-3.1,34,"2018","02"
"2018-02-02",6557,-2.4,-7.6,3.8,0,1.6,51.1,0,-2.8,43,"2018","02"
"2018-02-03",3499,-7.3,-10.4,-2.1,0.5,3.8,47,0.3,-3.7,28,"2018","02"
"2018-02-04",2642,-9.5,-12.8,-5.2,0,3.1,40.9,0,-6.6,31,"2018","02"
"2018-02-05",4213,-9.4,-11.8,-5.1,0,3,37.8,0,-6.8,24,"2018","02"
"2018-02-06",4257,-10.1,-12.8,-5.8,0,3.1,36.5,0,-6.9,28,"2018","02"
"2018-02-07",5028,-8,-13.4,-1.6,0,1.5,39.8,0,-6.1,36,"2018","02"
"2018-02-08",6114,-4.4,-9.7,2,0,1.2,43.3,0,-3.9,42,"2018","02"
"2018-02-09",6905,0.4,-5.3,6.1,0,1.1,43.9,0,-1.3,51,"2018","02"
"2018-02-10",4829,-0.5,-6.9,3.2,0,3,47.4,0,0.2,55,"2018","02"
"2018-02-11",3047,-6.1,-9.5,-2.2,0,2.7,42.5,0,-3.4,48,"2018","02"
"2018-02-12",5231,-5.8,-9.6,-1.8,0,2.7,40.8,0,-3.2,45,"2018","02"
"2018-02-13",6863,-0.8,-7.4,4.3,0,2.7,54.5,0,-1.5,46,"2018","02"
"2018-02-14",7477,3.5,-0.7,8.7,0,2.6,51,0,1.7,56,"2018","02"
"2018-02-15",3935,-0.7,-3.7,4,0,2.5,28,0,0.9,35,"2018","02"
"2018-02-16",3047,-1.1,-5.5,4.9,0,2.1,40.1,0,-0.1,38,"2018","02"
"2018-02-17",3494,-3,-7.1,1.4,0,2.9,25.6,0,-0.8,45,"2018","02"
"2018-02-18",5191,-0.4,-4.9,5.2,0,1.3,26.9,0,-0.1,35,"2018","02"
"2018-02-19",8563,1.8,-1.9,6.8,0,1.5,48.6,0,1.1,50,"2018","02"
"2018-02-20",8899,0.9,-2.4,5.5,0,2.5,41,0,1.2,49,"2018","02"
"2018-02-21",8342,-0.9,-4.5,4.4,0,2.3,31.5,0,0.2,34,"2018","02"
"2018-02-22",8580,1.3,-3.9,5.4,0.4,2.2,59,0.4,0.2,39,"2018","02"
"2018-02-23",6408,4.2,-0.3,8.6,3.7,1.9,81.1,3.7,2.4,NA,"2018","02"
"2018-02-24",7198,2.4,-1.1,7.2,0,2.1,49.4,0,2.8,59,"2018","02"
"2018-02-25",7595,1.9,-1.6,7.9,0,1.7,40.6,0,2.7,35,"2018","02"
"2018-02-26",10712,3.1,-3.2,10.4,0,1.4,43.1,0,2.5,53,"2018","02"
"2018-02-27",10064,4.2,0.6,6.9,0,0.9,48.8,0,0.4,76,"2018","02"
"2018-02-28",4230,4.6,1.8,7.8,25,2,73.3,0,2,NA,"2018","02"
"2018-03-01",5761,-0.2,-4.3,3,0.5,3.8,61.9,0,2.5,33,"2018","03"
"2018-03-02",9388,-0.7,-6.7,5.4,0,1.5,34,0,1.1,66,"2018","03"
"2018-03-03",16029,7.9,-0.1,16.2,0,1.5,38.1,0,5.3,58,"2018","03"
"2018-03-04",5373,9.8,7.6,11.9,11.5,1.2,89.1,0,7.6,25,"2018","03"
"2018-03-05",9943,5.5,1.3,11.4,3.5,2,67.5,0,6.7,NA,"2018","03"
"2018-03-06",14028,4.5,-1.1,10.9,0,1.6,46.8,0,4.1,30,"2018","03"
"2018-03-07",12925,6.4,2.2,10.7,0.5,1.8,54,0,4.4,28,"2018","03"
"2018-03-08",8812,4.6,2.7,9.7,4,1.9,76,0,6.5,27,"2018","03"
"2018-03-09",13573,4.5,1.4,9.6,0,1.5,63.3,0,4.3,NA,"2018","03"
"2018-03-10",13324,4.6,0.7,9.7,0,2,65.8,0,5,32,"2018","03"
"2018-03-11",15136,6.4,2.7,12.2,0,2,51.3,0,7.2,49,"2018","03"
"2018-03-12",15913,8,2.2,15.5,0,1.4,45.8,0,6.6,77,"2018","03"
"2018-03-13",19514,12.4,5.2,18.8,0,1.8,60.5,0,10.6,46,"2018","03"
"2018-03-14",24911,17,13.6,22.1,0,2.3,58.8,0,14.8,26,"2018","03"
"2018-03-15",7091,12.4,8.4,16.6,27,2.1,92.1,0,12.2,14,"2018","03"
"2018-03-16",18415,7.1,3.6,12.2,0,1.9,46.9,0,9.6,NA,"2018","03"
"2018-03-17",20165,6.6,0.5,14,0,1.5,48,0,7.9,28,"2018","03"
"2018-03-18",11740,8.2,5.4,12.5,0.5,1.2,55.9,0,8.8,41,"2018","03"
"2018-03-19",10297,8,6.2,10.4,1,2.5,64.5,0,7.5,19,"2018","03"
"2018-03-20",13205,4.7,1.6,9.1,0,3.4,39.9,0,5.2,15,"2018","03"
"2018-03-21",8225,2.1,1.1,5.3,1,1.7,64.1,0,3.2,14,"2018","03"
"2018-03-22",16420,4.9,0.6,11.6,0,2.2,61.5,0,7.3,38,"2018","03"
"2018-03-23",17904,6.1,1.8,12.5,0,2,55.3,0,7.6,51,"2018","03"
"2018-03-24",14914,7.6,4,13.1,0,2.1,61.9,0,9.5,86,"2018","03"
"2018-03-25",13942,9.6,4.6,16.9,0,1.7,65.6,0,11.2,NA,"2018","03"
"2018-03-26",15505,11,5.3,18.1,0,1.9,64.5,0,12.2,NA,"2018","03"
"2018-03-27",17456,13.3,7.7,20,0,1.6,61.1,0,12.6,76,"2018","03"
"2018-03-28",21232,14,9.4,19,0,2.2,66.4,0,13.1,41,"2018","03"
"2018-03-29",21436,15.4,11.8,21.1,0,1.6,66.3,0,15.1,53,"2018","03"
"2018-03-30",24411,14.8,9.8,21.9,0,1.7,55.6,0,14.9,53,"2018","03"
"2018-03-31",25673,14,9.3,20.1,0,1.9,52.9,0,14.5,48,"2018","03"
"2018-04-01",22994,15.6,11.7,18.5,0,1.5,68.8,0,14.3,60,"2018","04"
"2018-04-02",28139,18.4,14.9,23.7,0,1.9,64,0,17.8,63,"2018","04"
"2018-04-03",26817,17.8,14.9,21.2,0.1,2.1,72.9,0,17.2,59,"2018","04"
"2018-04-04",26034,13.4,9.5,18.2,18.5,1.9,67,0,15.9,NA,"2018","04"
"2018-04-05",2833,7.6,6.7,9.5,10.5,2,90.6,0,8.9,NA,"2018","04"
"2018-04-06",13297,5.8,3,8.6,6.5,3.1,71.6,0,8.7,115,"2018","04"
"2018-04-07",13088,4.2,1.4,8.6,0.2,4.1,45.5,0,6.2,45,"2018","04"
"2018-04-08",7758,3.9,0.6,7.9,3,1.8,59.6,0,5.2,23,"2018","04"
"2018-04-09",23925,7.9,0.1,15.4,0,1.1,57.9,0,10,33,"2018","04"
"2018-04-10",20423,15.1,6.9,21.9,5,3.5,51,0,13,38,"2018","04"
"2018-04-11",25557,12.6,8.7,17.3,0,3,49.4,0,15.1,51,"2018","04"
"2018-04-12",28885,13.3,6.8,19.6,0,2.6,30.5,0,13.6,49,"2018","04"
"2018-04-13",29497,14.6,8.3,19.3,0,1.3,22.9,0,12.1,32,"2018","04"
"2018-04-14",8216,9,7.5,14.8,9,1.8,78.8,0,9.4,16,"2018","04"
"2018-04-15",12721,9.5,5.6,14.2,0,2.4,65.5,0,11.4,65,"2018","04"
"2018-04-16",29589,11.6,4.9,18.8,0,1.6,41.9,0,13.3,37,"2018","04"
"2018-04-17",28236,12.9,6.8,20.1,0,1.9,37.9,0,14.2,56,"2018","04"
"2018-04-18",23499,12.4,6.2,19.3,0,1.9,35.4,0,16.2,58,"2018","04"
"2018-04-19",20400,14,7.4,20.5,0,1.9,38.8,0,17.5,68,"2018","04"
"2018-04-20",28351,18.4,11,26.3,0,1.3,46,0,20.6,85,"2018","04"
"2018-04-21",33144,18.7,12.3,25.6,0,1.9,32,0,21.4,57,"2018","04"
"2018-04-22",8095,15.5,10.7,21,15.5,1.1,57.4,0,14.4,31,"2018","04"
"2018-04-23",1037,9.3,8.4,10.7,59,2.2,93.9,0,9.9,NA,"2018","04"
"2018-04-24",24560,12.1,8.9,16.1,3,1.4,63.3,0,12.6,NA,"2018","04"
"2018-04-25",33728,14.6,5.7,23.3,0,1.5,37.8,0,16.1,33,"2018","04"
"2018-04-26",32547,14.9,10,22.1,0,2.1,51.9,0,17.9,41,"2018","04"
"2018-04-27",32989,15.7,9.7,23.3,0,1.7,52.9,0,19.3,45,"2018","04"
"2018-04-28",33738,15.4,10.5,21.7,0,2,49,0,20,47,"2018","04"
"2018-04-29",35159,16.2,9.4,22.9,0,1.9,43.1,0,20.5,49,"2018","04"
"2018-04-30",32629,19.2,14.1,25,0,1.6,61.6,0,23,67,"2018","04"
"2018-05-01",34593,20.4,17.8,23.3,0,1.5,72.8,0,23.5,47,"2018","05"
"2018-05-02",8374,15.1,8.7,19.7,12,1.9,90.4,0,16,35,"2018","05"
"2018-05-03",25963,11.2,6.9,14.7,1,2.7,62.4,0,11.4,NA,"2018","05"
"2018-05-04",34058,14.1,8.8,20,0,2.7,45.5,0,17.9,38,"2018","05"
"2018-05-05",37389,18.3,11.6,24.6,0,2.6,46.8,0,20.4,37,"2018","05"
"2018-05-06",19809,16.6,15,20.7,22,1.1,86.4,0,17.2,16,"2018","05"
"2018-05-07",40026,19.2,14,25.5,0,1.2,60.3,0,18.4,35,"2018","05"
"2018-05-08",33738,17.5,11.6,22.9,0,1.7,50.9,0,21.3,NA,"2018","05"
"2018-05-09",37851,15.7,9.2,21.8,0,1.7,50.4,0,21.7,NA,"2018","05"
"2018-05-10",36549,15.4,11.3,21.4,0,2.3,67.4,0,22.5,38,"2018","05"
"2018-05-11",33923,16.1,11.9,21.3,0,1.8,59.8,0,21,47,"2018","05"
"2018-05-12",3551,14.2,11.8,16.1,32,0.9,89.3,0,14.6,24,"2018","05"
"2018-05-13",35668,15.8,12.7,20,0.5,1.9,82.5,0,18.4,25,"2018","05"
"2018-05-14",35918,18.2,11.9,24.5,0,1.4,71.4,0,21.2,59,"2018","05"
"2018-05-15",36476,23.2,15.4,29.3,0,1.1,56.4,0,25.3,59,"2018","05"
"2018-05-16",7072,22.3,21.8,24.4,45,1.9,93.8,0,21.6,NA,"2018","05"
"2018-05-17",3802,20.9,18.8,23.5,83,1.4,97,0,21.2,NA,"2018","05"
"2018-05-18",19629,16.3,12.2,19.3,6.5,1.3,86.8,0,18.2,NA,"2018","05"
"2018-05-19",43471,17.6,10.3,24.7,0,1.5,47.5,0,21.2,NA,"2018","05"
"2018-05-20",39036,17,11.5,22.6,0,1.4,32.1,0,16.9,NA,"2018","05"
"2018-05-21",42039,17.8,11.3,23.7,0,1.4,43.9,0,21.8,NA,"2018","05"
"2018-05-22",17444,18.1,15.4,23.2,12.5,1.1,75.5,0,19,27,"2018","05"
"2018-05-23",35975,17.3,13.6,23.3,6.5,2.5,57.1,0,21.9,51,"2018","05"
"2018-05-24",36858,18.3,11.2,23.7,0,2.2,47.4,0,22.1,92,"2018","05"
"2018-05-25",37569,19.7,13.8,26.2,0,1.8,47.4,0,23.1,83,"2018","05"
"2018-05-26",37761,21.8,14,29.6,0,1.4,50.1,0,26.3,65,"2018","05"
"2018-05-27",39534,20.3,17.3,24.7,0,1.7,47.4,0,23.6,52,"2018","05"
"2018-05-28",40775,22.3,16.2,29.1,0,1.6,49.8,0,27.9,55,"2018","05"
"2018-05-29",29925,21.4,19.1,25.9,1,1.8,69.3,0,25.2,NA,"2018","05"
"2018-05-30",39214,20.2,15.8,24.7,0,1.9,69.8,0,24.8,NA,"2018","05"
"2018-05-31",41619,20.9,14.2,27.6,0,1.9,58.9,0,28.3,46,"2018","05"
"2018-06-01",41970,23.8,17.5,30.2,0,1.9,50.4,0,30.6,47,"2018","06"
"2018-06-02",41677,23.4,17.6,30.1,0,2,44.5,0,30.8,32,"2018","06"
"2018-06-03",40565,24,16.9,30.8,0,1.6,39.4,0,31,31,"2018","06"
"2018-06-04",44014,22.6,18.9,27.5,0,1.9,50.1,0,27.4,33,"2018","06"
"2018-06-05",44118,23.7,17.7,29.2,0,1.7,52.5,0,30.7,36,"2018","06"
"2018-06-06",40440,23,18.4,27.9,0,2,62.9,0,30.9,39,"2018","06"
"2018-06-07",42038,22.2,17.8,29.4,0,2,69.3,0,30,36,"2018","06"
"2018-06-08",46516,21.9,18.5,27,0,2.1,68,0,31.1,28,"2018","06"
"2018-06-09",32839,23.7,18.9,30.1,0.5,1.4,60.6,0,29.7,32,"2018","06"
"2018-06-10",39277,21.3,18.3,24.9,0.5,1.4,59.9,0,23.7,NA,"2018","06"
"2018-06-11",30605,20.2,18,23.9,5,1.4,67.3,0,24.5,NA,"2018","06"
"2018-06-12",46201,21.3,16.6,27.1,0,1.7,65.5,0,26.2,NA,"2018","06"
"2018-06-13",49116,22,18.3,27,0,1.5,64,0,25.3,23,"2018","06"
"2018-06-14",30511,21.6,18.8,25.1,29,1.1,74.9,0,22.7,23,"2018","06"
"2018-06-15",45103,21.7,17.2,27,16.5,1.4,60.8,0,24,NA,"2018","06"
"2018-06-16",46457,22.5,16.3,28.7,0,1.4,56.4,0,26.8,NA,"2018","06"
"2018-06-17",43484,22.8,18.9,27.5,0,1.3,66.9,0,25.3,32,"2018","06"
"2018-06-18",36316,24.8,19.9,30.8,0,1.5,54.9,0,30.4,32,"2018","06"
"2018-06-19",47296,22.4,19.1,27.2,0,1.8,61.3,0,26.4,31,"2018","06"
"2018-06-20",46612,22.7,19.1,28.4,0,2.3,68.1,0,28.9,35,"2018","06"
"2018-06-21",47762,23.7,19.4,28.7,0,2.2,60.1,0,32.2,32,"2018","06"
"2018-06-22",47478,25,18.2,32,0,1.8,45.1,0,30.6,32,"2018","06"
"2018-06-23",45663,24.5,20.9,28.9,0,2,50.6,0,30.7,33,"2018","06"
"2018-06-24",39548,25.2,20.1,32.1,0,1.9,62.8,0,32.8,42,"2018","06"
"2018-06-25",46565,27.1,21.3,32.9,0,1.2,57.1,0,31.7,43,"2018","06"
"2018-06-26",6391,22.3,20.2,26.9,71.5,2.4,88.3,0,22.5,34,"2018","06"
"2018-06-27",41128,22.3,19.1,25.5,1,2,81.9,0,23.7,26,"2018","06"
"2018-06-28",27757,23.3,20.6,27.3,26.5,1.1,85.1,0,24.5,NA,"2018","06"
"2018-06-29",42765,24.7,21.9,29.1,6.5,1.5,78.5,0,26.6,29,"2018","06"
"2018-06-30",26911,24.4,21.6,27.9,14.5,0.9,83.8,0,24.7,40,"2018","06"
"2018-07-01",4358,21.9,21,22.8,83.5,0.8,94.6,0,22.2,NA,"2018","07"
"2018-07-02",6261,22.6,20.6,25.3,59.5,0.7,95.4,0,23.5,NA,"2018","07"
"2018-07-03",41350,27.4,22.5,32.6,0.1,0.8,74.4,0,29.1,NA,"2018","07"
"2018-07-04",45741,27.3,24,31.8,0,1.7,69.6,0,30,19,"2018","07"
"2018-07-05",39804,25.3,23.4,29,0.5,1.2,72.8,0,27,16,"2018","07"
"2018-07-06",49521,23.9,21.5,27.1,0,1.8,57.8,0,27,NA,"2018","07"
"2018-07-07",48015,23.7,19.5,29.2,0,1.6,51.4,0,30.9,NA,"2018","07"
"2018-07-08",48132,23.3,17.7,28.1,0,1.5,51.5,0,29.8,NA,"2018","07"
"2018-07-09",8155,20.8,20.1,24.2,14,1.1,82.3,0,22.4,NA,"2018","07"
"2018-07-10",27956,23.7,20.4,26.5,16.5,0.7,87.8,0,23.9,22,"2018","07"
"2018-07-11",35390,26.8,24.4,29.5,3,1.3,82.9,0,26.9,24,"2018","07"
"2018-07-12",43611,26.6,25.1,28.2,1,1.5,82.4,0,27,20,"2018","07"
"2018-07-13",44976,27.3,24.7,30.9,0,1.8,74.8,0,28.9,16,"2018","07"
"2018-07-14",39205,27.9,24.6,31.9,0,1.9,69.6,0,30.6,17,"2018","07"
"2018-07-15",34957,28.3,24.5,33.2,0,1.6,69.6,0,32.6,20,"2018","07"
"2018-07-16",40964,28.7,24,34,0,1.7,64.3,0,33.4,23,"2018","07"
"2018-07-17",43323,28.1,23.9,32.1,0,1.7,66.5,0,34.3,27,"2018","07"
"2018-07-18",42609,28.2,23.7,33.2,0,1.6,64.8,0,34.2,32,"2018","07"
"2018-07-19",42316,28.7,23.2,34.1,0,1.6,64.1,0,35.6,25,"2018","07"
"2018-07-20",40337,29.5,24.6,34.7,0,1.5,62.6,0,35.7,31,"2018","07"
"2018-07-21",32360,30.6,24.9,36.9,0,1.5,53.6,0,36.1,33,"2018","07"
"2018-07-22",28250,31.8,25.3,38,0,1.4,49.6,0,37.3,26,"2018","07"
"2018-07-23",38003,31.7,29.2,35.7,0,1.8,53.8,0,37.1,28,"2018","07"
"2018-07-24",37486,31.4,27.2,36.8,0,1.6,59.5,0,35.8,34,"2018","07"
"2018-07-25",39225,30.1,27.7,34.1,0,2.4,66.3,0,36.1,24,"2018","07"
"2018-07-26",37796,30.1,27.3,33.7,0,1.5,68.8,0,32.7,33,"2018","07"
"2018-07-27",34985,30.9,27.2,35.4,0,1.9,69.3,0,36.2,35,"2018","07"
"2018-07-28",24649,29.5,28,35.2,7.5,1.2,77.1,0,30.1,NA,"2018","07"
"2018-07-29",28317,31.3,26.4,36.7,0,1.2,52.4,0,32.2,12,"2018","07"
"2018-07-30",36701,31.7,26.2,36.9,0,1.2,50.9,0,34,9,"2018","07"
"2018-07-31",35262,32.6,27.8,38.3,0,1.5,50.5,0,38.8,18,"2018","07"
"2018-08-01",31169,33.6,27.8,39.6,0,1.7,55.5,0,40.1,31,"2018","08"
"2018-08-02",31321,33.7,30.3,37.9,0,1.6,54.4,0,36.8,36,"2018","08"
"2018-08-03",31646,33.1,30,37.9,0,1.9,55.3,0,39.3,38,"2018","08"
"2018-08-04",28174,31.1,28,34.9,0,2.4,60.6,0,37.8,22,"2018","08"
"2018-08-05",26989,30,27.2,33.9,2,2.6,71.8,0,34.9,21,"2018","08"
"2018-08-06",29113,30.5,28.3,35.3,6.5,1.6,71.6,0,31.4,26,"2018","08"
"2018-08-07",36983,30.5,26.8,35.9,0,1.5,63.4,0,29.7,18,"2018","08"
"2018-08-08",37140,31,27.6,35.3,0,2.1,64.8,0,35.5,21,"2018","08"
"2018-08-09",32216,28.8,27.1,32.5,2,1.5,76.3,0,32.5,21,"2018","08"
"2018-08-10",36178,30.7,25.7,36.8,0,1.4,60.9,0,32.7,16,"2018","08"
"2018-08-11",31293,31,26.4,36,0,1.5,55.8,0,36.3,12,"2018","08"
